From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival
Coimbatore,Karaikal,Universal Travels,383,0:9:35,UniversalSeat+Sleeper(43),09:45:00 PM,07:20:00 AM
Coimbatore,Karaikal,Universal Travels,383,0:9:35,MultiAxle-B9RVOLVO,10:15:00 PM,07:50:00 AM
Coimbatore,Villupuram,Kallada Travels,349,0:8:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:45:00 PM,07:29:00 AM
Coimbatore,Villupuram,CITY TRAVELS,349,0:8:44,Seat / Sleeper,10:30:00 PM,07:14:00 AM
Coimbatore,Villupuram,KPN Travels,349,0:7:0,BERTH SLEEPER A/C : 29,10:00:00 PM,05:00:00 AM
Coimbatore,Villupuram,Kallada Travels,349,0:8:44,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:15:00 PM,06:59:00 AM
Coimbatore,Velankanni,Universal Travels,358,0:8:57,MultiAxle-B9RVOLVO,10:15:00 PM,07:12:00 AM
Coimbatore,Velankanni,Universal Travels,358,0:8:57,UniversalSeat+Sleeper(43),09:45:00 PM,06:42:00 AM
Coimbatore,Surandai,India Travel Service,355,0:8:45,2+2 Hitech Air Bus Non/AC,09:45:00 PM,06:30:00 AM
Coimbatore,Cherthala,CITY TRAVELS,218,0:5:27,Executive Semi Sleeper,10:00:00 PM,03:27:00 AM
Coimbatore,Cherthala,No1Air  Travels,218,0:6:0,"2+1, Executive AirBus, Non-AC",10:30:00 PM,04:30:00 AM
Coimbatore,Ernakulam,A1 Travels,194,0:4:15,2+2 Push Back Seater,01:45:00 PM,06:00:00 PM
Coimbatore,Ernakulam,CITY TRAVELS,194,0:4:51,Semi Sleeper,10:30:00 PM,03:21:00 AM
Coimbatore,Ernakulam,Universal Travels,194,0:4:51,MultiAxle-B9RVOLVO,04:25:00 AM,09:16:00 AM
Coimbatore,Ernakulam,Kallada Travels,194,0:4:51,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:30:00 PM,02:21:00 AM
Coimbatore,Ernakulam,Supaa Travels,194,0:4:51,2+2 Classic A/C,07:00:00 AM,11:51:00 AM
Coimbatore,Ernakulam,Kallada Travels,194,0:4:51,Multiaxle B9R VOLVO A/C SEMI SLEEPER,06:30:00 AM,11:21:00 AM
Coimbatore,Ernakulam,A1 Travels,194,0:5:30,2+2 HI-TECH Non A/c,10:30:00 PM,04:00:00 AM
Coimbatore,Ernakulam,Supaa Travels,194,0:4:51,2+2 Hitech Air Bus Non A/C,05:10:00 PM,10:01:00 PM
Coimbatore,Ernakulam,Supaa Travels,194,0:4:51,2+2 Classic A/C,02:20:00 PM,07:11:00 PM
Coimbatore,Ernakulam,SRM Transports India Private Limited,194,0:4:51,Semi Sleeper-A/C,09:30:00 PM,02:21:00 AM
Coimbatore,Ernakulam,A1 Travels,194,0:6:0,A/c Sleeper cum Seater,09:00:00 PM,03:00:00 AM
Coimbatore,Ernakulam,Supaa Travels,194,0:6:25,2+2 Semi Sleeper A/C,09:15:00 PM,03:40:00 AM
Coimbatore,Ernakulam,No1Air  Travels,194,0:5:15,"2+1, Executive AirBus, Non-AC",10:30:00 PM,03:45:00 AM
Coimbatore,Ernakulam,No1Air  Travels,194,0:4:30,"2+2, Semi Sleeper, Non-AC",09:00:00 PM,01:30:00 AM
Coimbatore,Ernakulam,Supaa Travels,194,0:4:51,2+2 Hitech Air Bus Non A/C,10:45:00 PM,03:36:00 AM
Coimbatore,Ernakulam,Kallada Travels,194,0:4:51,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:50:00 PM,07:41:00 PM
Coimbatore,Ernakulam,CITY TRAVELS,194,0:4:51,Executive Semi Sleeper,10:00:00 PM,02:51:00 AM
Coimbatore,Uthamapalayam,Supaa Travels,243,0:6:5,2+2 Hitech Air Bus Non A/C,11:00:00 PM,05:05:00 AM
Coimbatore,Alwae,Supaa Travels,168,0:4:12,2+2 Hitech Air Bus Non A/C,10:45:00 PM,02:57:00 AM
Coimbatore,Alwae,Supaa Travels,168,0:4:0,2+2 Classic A/C,07:00:00 AM,11:00:00 AM
Coimbatore,Alwae,Supaa Travels,168,0:4:12,2+2 Hitech Air Bus Non A/C,05:10:00 PM,09:22:00 PM
Coimbatore,Alwae,Supaa Travels,168,0:3:40,2+2 Classic A/C,02:20:00 PM,06:00:00 PM
Coimbatore,Alwae,Universal Travels,168,0:4:12,MultiAxle-B9RVOLVO,04:25:00 AM,08:37:00 AM
Coimbatore,Kozhenchery,A1 Travels,292,0:7:30,2+2 HI-TECH Non A/c,10:00:00 PM,05:30:00 AM
Coimbatore,Kalamassery,Kallada Travels,175,0:4:23,Multiaxle B9R VOLVO A/C SEMI SLEEPER,02:50:00 PM,07:13:00 PM
Coimbatore,Pathanamthitta,A1 Travels,305,0:8:0,2+2 HI-TECH Non A/c,10:00:00 PM,06:00:00 AM
Coimbatore,Palakkad,CITY TRAVELS,56,0:1:24,Semi Sleeper,10:30:00 PM,11:54:00 PM
Coimbatore,Palakkad,CITY TRAVELS,56,0:1:24,Executive Semi Sleeper,10:00:00 PM,11:24:00 PM
Coimbatore,Attingal,A1 Travels,360,0:8:30,A/c Sleeper cum Seater,09:00:00 PM,05:30:00 AM
Coimbatore,Attingal,CITY TRAVELS,360,0:9:0,Executive Semi Sleeper,10:00:00 PM,07:00:00 AM
Coimbatore,Attingal,No1Air  Travels,360,0:8:30,"2+2, Semi Sleeper, Non-AC",09:00:00 PM,05:30:00 AM
Coimbatore,Kurnool,Kallada Travels,726,0:18:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:00:00 PM,11:09:00 AM
Coimbatore,Malapuram,CITY TRAVELS,136,0:3:24,Semi Sleeper,11:30:00 PM,02:54:00 AM
Coimbatore,Chinnamanur,Supaa Travels,235,0:5:53,2+2 Hitech Air Bus Non A/C,11:00:00 PM,04:53:00 AM
Coimbatore,Thirumayam,Essaar,259,0:6:35,2+2 Hi Tech Air Bus,10:45:00 PM,05:20:00 AM
