From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival
Nagpur,Jalgaon,Baba Travels,255,0:6:23,Sleeper Non A/C,10:00:00 PM,04:23:00 AM
Nagpur,Jalgaon,RTS Royal Star-SHREENATH,330,0:8:15,Non A/c,04:30:00 PM,12:45:00 AM
Nagpur,Jalgaon,Baba Travels,370,0:9:15,Sleeper-A/C,07:00:00 PM,04:15:00 AM
Nagpur,Shirdi,saini travels pvt.ltd.-simba passion-2x1,601,0:12:45,A/c,08:00:00 PM,08:45:00 AM
Nagpur,Shirdi,saini travels pvt.ltd.,601,0:12:45,A/c,08:00:00 PM,08:45:00 AM
Nagpur,Shirdi,saini travels pvt.ltd.-SIMBA passion-2X1,601,0:11:30,A/c,06:30:00 PM,06:00:00 AM
Nagpur,Shirdi,saini travels pvt.ltd.,601,0:12:45,A/c,07:45:00 PM,08:30:00 AM
Nagpur,Shirdi,saini travels pvt.ltd.,601,0:12:45,A/c,07:30:00 PM,08:15:00 AM
Nagpur,Shirdi,sanjay travels-rajhans,601,0:14:0,Non A/c,06:30:00 PM,08:30:00 AM
Nagpur,Akola,saini travels pvt.ltd.--NON STOP--,248,0:6:0,Non A/c,10:00:00 PM,04:00:00 AM
Nagpur,Akola,saini travels pvt.ltd.-simba passion-2x1,248,0:5:25,A/c,06:30:00 PM,11:55:00 PM
Nagpur,Akola,Baba Travels,248,0:6:12,Sleeper Non A/C,10:00:00 PM,04:12:00 AM
Nagpur,Akola,RTS Royal Star-,248,0:5:0,A/c,06:30:00 PM,11:30:00 PM
Nagpur,Akola,Maharashtra Travels-DOLPHIN,248,0:4:30,Non A/c,10:00:00 PM,02:30:00 AM
Nagpur,Akola,saini travels pvt.ltd.,248,0:6:0,A/c,10:00:00 PM,04:00:00 AM
Nagpur,Akola,Baba Travels,248,0:6:12,Sleeper-A/C,09:00:00 PM,03:12:00 AM
Nagpur,Akola,Hans Travels Indore-,248,0:5:30,A/c,07:00:00 PM,12:30:00 AM
Nagpur,Akola,Baba Travels,248,0:6:12,Sleeper-A/C,07:00:00 PM,01:12:00 AM
Nagpur,Akola,raj tour and travel,248,0:5:30,A/c,03:15:00 PM,08:45:00 PM
Nagpur,Akola,RTS Royal Star-SHREENATH,248,0:5:0,Non A/c,04:30:00 PM,09:30:00 PM
Nagpur,Akola,Prasanna Purple (Prasanna Purple),248,0:6:15,2x1 Ac Sleeper - PURPLE,03:00:00 PM,09:15:00 PM
Nagpur,Akola,saini travels pvt.ltd.,248,0:6:15,A/c,04:15:00 PM,10:30:00 PM
Nagpur,Akola,Baba Travels,248,0:6:12,Non A/C Seater,11:00:00 PM,05:12:00 AM
Nagpur,Akola,Baba Travels,248,0:6:12,Sleeper-A/C,10:31:00 PM,04:43:00 AM
Nagpur,Akola,saini travels pvt.ltd.-non stop-2x1,248,0:5:30,A/c,09:00:00 PM,02:30:00 AM
Nagpur,Akola,Maharashtra Travels-,248,0:6:0,Non A/c,04:45:00 PM,10:45:00 PM
Nagpur,Akola,Prasanna Purple (Prasanna Purple),248,0:5:45,Multi Axle Mercedes,04:30:00 PM,10:15:00 PM
Nagpur,Ambajogai,sanjay travels,466,0:11:30,A/c,08:00:00 PM,07:30:00 AM
Nagpur,Ambajogai,saini travels pvt.ltd.,466,0:11:30,Non A/c,07:30:00 PM,07:00:00 AM
Nagpur,Ambajogai,saini travels pvt.ltd.,466,0:10:45,Non A/c,06:00:00 PM,04:45:00 AM
Nagpur,Hingoli,saini travels pvt.ltd.,328,0:7:45,A/c,09:00:00 PM,04:45:00 AM
Nagpur,Hingoli,saini travels pvt.ltd.,328,0:7:30,Non A/c,09:45:00 PM,05:15:00 AM
Nagpur,Hingoli,saini travels pvt.ltd.,328,0:7:45,Non A/c,06:00:00 PM,01:45:00 AM
Nagpur,Hingoli,sanjay travels,328,0:7:30,A/c,08:00:00 PM,03:30:00 AM
Nagpur,Hingoli,saini travels pvt.ltd.,328,0:7:30,Non A/c,07:30:00 PM,03:00:00 AM
Nagpur,Navsari,sanjay travels,783,0:15:0,Non A/c,05:00:00 PM,08:00:00 AM
Nagpur,Shegaon,Maharashtra Travels-DOLPHIN,293,0:7:0,Non A/c,10:00:00 PM,05:00:00 AM
Nagpur,Shegaon,Baba Travels,293,0:7:20,Non A/C Seater,11:00:00 PM,06:20:00 AM
Nagpur,Khandwa,Indore Travels-BABA,373,0:9:30,Non A/c,06:00:00 PM,03:30:00 AM
Nagpur,Khandwa,Shree Om Sai Travels,373,0:9:20,Non A/c,07:00:00 AM,04:20:00 PM
Nagpur,Khandwa,RTS Royal Star-,373,0:7:30,Non A/c,06:00:00 PM,01:30:00 AM
Nagpur,Khandwa,Hans Travels Indore-,373,0:11:10,Non A/c,06:00:00 PM,05:10:00 AM
Nagpur,Nasik,saini travels pvt.ltd.-simba passion-2x1,540,0:13:30,A/c,06:30:00 PM,08:00:00 AM
Nagpur,Nasik,Baba Travels,370,0:9:15,Sleeper-A/C,07:00:00 PM,04:15:00 AM
Nagpur,Karanja,saini travels pvt.ltd.,200,0:5:0,Non A/c,09:45:00 PM,02:45:00 AM
Nagpur,Karanja,verma travels-vidarbha express,260,0:6:30,Non A/c,07:30:00 PM,02:00:00 AM
Nagpur,Karanja,verma travels,260,0:6:30,A/c,05:00:00 PM,11:30:00 PM
Nagpur,Karanja,Verma Travels,240,0:6:0,Non A/c,04:30:00 PM,10:30:00 PM
Nagpur,Karanja,saini travels pvt.ltd.,180,0:4:30,A/c,09:00:00 PM,01:30:00 AM
Nagpur,Karanja,verma travels-vidharbha express,260,0:6:30,A/c,06:00:00 PM,12:30:00 AM
Nagpur,Karanja,verma travels-vidharbh express-,240,0:6:0,Non A/c,04:30:00 PM,10:30:00 PM
Nagpur,Karanja,verma travels-NON STOP2X1,240,0:6:0,A/c,08:45:00 PM,02:45:00 AM
Nagpur,Sholapur,saini travels pvt.ltd.,596,0:13:15,A/c,03:30:00 PM,04:45:00 AM
Nagpur,Sholapur,saini travels pvt.ltd.--NON STOP--,596,0:13:0,A/c,08:15:00 PM,09:15:00 AM
Nagpur,Sholapur,saini travels pvt.ltd.,596,0:15:0,Non A/c,06:00:00 PM,09:00:00 AM
Nagpur,Dhulia,sanjay travels,518,0:10:0,Non A/c,05:00:00 PM,03:00:00 AM
Nagpur,Dhulia,Baba Travels,518,0:12:57,Sleeper-A/C,07:00:00 PM,07:57:00 AM
Nagpur,Dhulia,saini travels pvt.ltd.-non stop-2x1,518,0:11:0,A/c,09:00:00 PM,08:00:00 AM
Nagpur,Bhopal,verma travels,353,0:9:30,Non A/c,05:30:00 PM,03:00:00 AM
Nagpur,Bhopal,Shree Om Sai Travels,353,0:10:0,Non A/c,07:00:00 AM,05:00:00 PM
Nagpur,Bhopal,Shree Om Sai Travels,353,0:10:0,Non A/c,09:15:00 AM,07:15:00 PM
Nagpur,Bhopal,Shree Om Sai Travels,353,0:10:0,Non A/c,07:40:00 AM,05:40:00 PM
Nagpur,Bhopal,verma travels,353,0:9:30,Non A/c,02:15:00 PM,11:45:00 PM
Nagpur,Bhopal,verma travels,353,0:9:30,Non A/c,08:50:00 PM,06:20:00 AM
Nagpur,Bhopal,verma travels,353,0:9:30,Non A/c,09:00:00 PM,06:30:00 AM
Nagpur,Bhandara,Indore Travels,83,0:1:0,Non A/c,10:00:00 PM,11:00:00 PM
Nagpur,Sendhwa,RTS Royal Star-,553,0:9:30,Non A/c,06:00:00 PM,03:30:00 AM
Nagpur,Aurangabad,verma travels,495,0:12:0,A/c,05:00:00 PM,05:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.-SIMBA PASSION2X1,495,0:9:0,A/c,08:30:00 PM,05:30:00 AM
Nagpur,Aurangabad,verma travels-NON STOP2X1,495,0:12:0,A/c,08:45:00 PM,08:45:00 AM
Nagpur,Aurangabad,sanjay travels,495,0:10:0,Non A/c,10:00:00 PM,08:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.-simba passion-2x1,495,0:10:30,A/c,06:30:00 PM,05:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:10:30,A/c,07:30:00 PM,06:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:10:30,A/c,06:15:00 PM,04:45:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.-SIMBA PASSION-2X1,495,0:10:30,A/c,07:00:00 PM,05:30:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:10:45,Non A/c,05:00:00 PM,03:45:00 AM
Nagpur,Aurangabad,sanjay travels,495,0:10:0,Non A/c,10:05:00 PM,08:05:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.-simba passion-2x1,495,0:10:30,A/c,08:00:00 PM,06:30:00 AM
Nagpur,Aurangabad,sanjay travels,495,0:10:0,Non A/c,03:30:00 PM,01:30:00 AM
Nagpur,Aurangabad,verma travels-vidharbha express,495,0:12:0,A/c,06:00:00 PM,06:00:00 AM
Nagpur,Aurangabad,raj tour and travel,495,0:10:0,Volvo  A/c,06:30:00 PM,04:30:00 AM
Nagpur,Aurangabad,Neeta Tours and Travels,495,0:10:30,B9R Multi-Axle Semi Sleeper Volvo A/C,04:30:00 PM,03:00:00 AM
Nagpur,Aurangabad,Prasanna(Nathkrupa)Travels (Prasanna Purple),495,0:11:0,2x1 Air Suspension Ac Sleeper,09:00:00 PM,08:00:00 AM
Nagpur,Aurangabad,Prasanna Purple (Prasanna Purple),495,0:11:0,2x1 Ac Sleeper - PURPLE,03:00:00 PM,02:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:9:30,A/c,09:15:00 PM,06:45:00 AM
Nagpur,Aurangabad,raj tour and travel,495,0:9:0,Volvo  A/c,10:00:00 PM,07:00:00 AM
Nagpur,Aurangabad,raj tour and travel-(2x1),495,0:12:0,Non A/c,06:00:00 PM,06:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:11:0,A/c,04:30:00 PM,03:30:00 AM
Nagpur,Aurangabad,raj tour and travel-(2x1 slp-al-235),495,0:12:23,A/c,09:00:00 PM,09:23:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:10:30,A/c,08:30:00 PM,07:00:00 AM
Nagpur,Aurangabad,sanjay travels,495,0:8:0,Non A/c,08:00:00 PM,04:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:10:30,A/c,10:00:00 PM,08:30:00 AM
Nagpur,Aurangabad,Prasanna Purple (Prasanna Purple),495,0:11:0,2x1 Ac Sleeper - PURPLE,08:00:00 PM,07:00:00 AM
Nagpur,Aurangabad,Neeta Tours and Travels,495,0:10:30,Luxury A/C,08:00:00 PM,06:30:00 AM
Nagpur,Aurangabad,Indore Travels-HUMSAFAR,495,0:10:0,A/c,08:30:00 PM,06:30:00 AM
Nagpur,Aurangabad,Maharashtra Travels-DOLPHIN,495,0:11:30,Non A/c,10:00:00 PM,09:30:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:11:0,A/c,04:15:00 PM,03:15:00 AM
Nagpur,Aurangabad,verma travels-vidarbha express,495,0:12:0,Non A/c,07:30:00 PM,07:30:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.--NON STOP--,495,0:10:30,Non A/c,10:00:00 PM,08:30:00 AM
Nagpur,Aurangabad,sanjay travels-rajhans,495,0:11:0,Non A/c,06:30:00 PM,05:30:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.-SIMBA PASSION-2X1,495,0:11:0,A/c,04:30:00 PM,03:30:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.-SIMBA PASSION-2X1,495,0:11:0,A/c,04:00:00 PM,03:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:10:30,A/c,09:30:00 PM,08:00:00 AM
Nagpur,Aurangabad,verma travels-vidharbh express-,495,0:12:0,Non A/c,04:30:00 PM,04:30:00 AM
Nagpur,Aurangabad,Maharashtra Travels-HUMSAFAR,495,0:9:55,A/c,08:30:00 PM,06:25:00 AM
Nagpur,Aurangabad,Prasanna Purple (Prasanna Purple),495,0:11:0,2x1 Ac Sleeper - PURPLE,05:00:00 PM,04:00:00 AM
Nagpur,Aurangabad,raj tour and travel-(2x1),495,0:11:0,A/c,04:30:00 PM,03:30:00 AM
Nagpur,Aurangabad,raj tour and travel,495,0:9:0,Non A/c,08:00:00 PM,05:00:00 AM
Nagpur,Aurangabad,Neeta Tours and Travels,495,0:10:30,Luxury A/C,07:00:00 PM,05:30:00 AM
Nagpur,Aurangabad,Prasanna Purple (Prasanna Purple),495,0:10:30,Multi Axle Mercedes,04:30:00 PM,03:00:00 AM
Nagpur,Aurangabad,Neeta Tours and Travels,495,0:10:30,Luxury A/C,05:45:00 PM,04:15:00 AM
Nagpur,Aurangabad,sanjay travels-rajhans,495,0:8:0,A/c,04:30:00 PM,12:30:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:10:30,Non A/c,03:00:00 PM,01:30:00 AM
Nagpur,Aurangabad,Prasanna Purple (Prasanna Purple),495,0:11:0,2x1 Ac Sleeper - PURPLE,06:30:00 PM,05:30:00 AM
Nagpur,Aurangabad,verma travels-VIDHARBHA EXPRESS2X,495,0:12:0,A/c,03:00:00 PM,03:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:10:30,A/c,08:00:00 PM,06:30:00 AM
Nagpur,Aurangabad,sanjay travels- sai-shaan,495,0:10:0,Non A/c,06:00:00 PM,04:00:00 AM
Nagpur,Aurangabad,saini travels pvt.ltd.,495,0:10:30,A/c,07:45:00 PM,06:15:00 AM
Nagpur,Aurangabad,sanjay travels-ghatge patil,495,0:11:0,A/c,08:30:00 PM,07:30:00 AM
Nagpur,Sangola,saini travels pvt.ltd.,681,0:14:0,A/c,03:30:00 PM,05:30:00 AM
Nagpur,Sinner,saini travels pvt.ltd.-simba passion-2x1,520,0:13:0,A/c,06:30:00 PM,07:30:00 AM
Nagpur,Jalna,raj tour and travel,438,0:8:0,Non A/c,08:00:00 PM,04:00:00 AM
Nagpur,Jalna,sanjay travels-ghatge patil,438,0:10:0,A/c,08:30:00 PM,06:30:00 AM
Nagpur,Jalna,saini travels pvt.ltd.-Simba passion-2x1,438,0:9:45,A/c,06:30:00 PM,04:15:00 AM
Nagpur,Jalna,Maharashtra Travels-DOLPHIN,438,0:10:30,Non A/c,10:00:00 PM,08:30:00 AM
Nagpur,Jalna,verma travels-vidharbha express,438,0:10:0,A/c,06:00:00 PM,04:00:00 AM
Nagpur,Jalna,saini travels pvt.ltd.--NON STOP--,438,0:10:0,Non A/c,10:00:00 PM,08:00:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:8:35,Non A/c,05:00:00 PM,01:35:00 AM
Nagpur,Jalna,sanjay travels- sai-shaan,438,0:10:57,Non A/c,06:00:00 PM,04:57:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:9:30,A/c,07:30:00 PM,05:00:00 AM
Nagpur,Jalna,Indore Travels-HUMSAFAR,438,0:9:0,A/c,08:30:00 PM,05:30:00 AM
Nagpur,Jalna,verma travels-vidarbha express,438,0:10:0,Non A/c,07:30:00 PM,05:30:00 AM
Nagpur,Jalna,sanjay travels,438,0:10:57,Non A/c,10:00:00 PM,08:57:00 AM
Nagpur,Jalna,raj tour and travel,438,0:8:0,Volvo  A/c,06:30:00 PM,02:30:00 AM
Nagpur,Jalna,verma travels-NON STOP2X1,438,0:10:0,A/c,08:45:00 PM,06:45:00 AM
Nagpur,Jalna,sanjay travels-rajhans,438,0:7:30,Non A/c,06:30:00 PM,02:00:00 AM
Nagpur,Jalna,raj tour and travel-(2x1),438,0:11:0,Non A/c,06:00:00 PM,05:00:00 AM
Nagpur,Jalna,saini travels pvt.ltd.-SIMBA PASSION-2X1,438,0:9:45,A/c,07:00:00 PM,04:45:00 AM
Nagpur,Jalna,saini travels pvt.ltd.-simba passion-2x1,438,0:9:30,A/c,08:00:00 PM,05:30:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:9:30,A/c,07:45:00 PM,05:15:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:9:30,A/c,09:30:00 PM,07:00:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:9:30,A/c,08:00:00 PM,05:30:00 AM
Nagpur,Jalna,raj tour and travel-(2x1 slp-al-235),438,0:10:57,A/c,09:00:00 PM,07:57:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:8:45,A/c,08:30:00 PM,05:15:00 AM
Nagpur,Jalna,sanjay travels,438,0:7:30,Non A/c,08:00:00 PM,03:30:00 AM
Nagpur,Jalna,verma travels,438,0:10:0,A/c,05:00:00 PM,03:00:00 AM
Nagpur,Jalna,verma travels-vidharbh express-,438,0:10:0,Non A/c,04:30:00 PM,02:30:00 AM
Nagpur,Jalna,raj tour and travel,438,0:13:0,Volvo  A/c,10:00:00 PM,11:00:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:8:45,A/c,06:15:00 PM,03:00:00 AM
Nagpur,Jalna,verma travels-VIDHARBHA EXPRESS2X,438,0:10:0,A/c,03:00:00 PM,01:00:00 AM
Nagpur,Jalna,Maharashtra Travels-HUMSAFAR,438,0:8:55,A/c,08:30:00 PM,05:25:00 AM
Nagpur,Jalna,raj tour and travel-(2x1),438,0:9:0,A/c,04:30:00 PM,01:30:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:8:45,Non A/c,03:00:00 PM,11:45:00 PM
Nagpur,Jalna,sanjay travels,438,0:10:57,Non A/c,03:30:00 PM,02:27:00 AM
Nagpur,Jalna,saini travels pvt.ltd.-SIMBA PASSION2X1,438,0:8:0,A/c,08:30:00 PM,04:30:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:8:0,A/c,04:15:00 PM,12:15:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:10:0,A/c,10:00:00 PM,08:00:00 AM
Nagpur,Jalna,saini travels pvt.ltd.,438,0:8:30,A/c,09:15:00 PM,05:45:00 AM
Nagpur,Usmanabad,saini travels pvt.ltd.,538,0:13:15,Non A/c,06:00:00 PM,07:15:00 AM
Nagpur,Katni,Pooja Travels (Nagpur)-,366,0:8:0,Non A/c,07:30:00 PM,03:30:00 AM
Nagpur,Jaisinghpur,saini travels pvt.ltd.,630,0:15:45,A/c,03:30:00 PM,07:15:00 AM
Nagpur,Yavatmal,verma travels-NON STOP2X1,147,0:3:0,A/c,08:45:00 PM,11:45:00 PM
Nagpur,Yavatmal,verma travels-vidharbh express-,147,0:4:30,Non A/c,04:30:00 PM,09:00:00 PM
Nagpur,Yavatmal,verma travels-vidarbha express,147,0:4:0,Non A/c,07:30:00 PM,11:30:00 PM
Nagpur,Yavatmal,raj tour and travel-(2x1),147,0:3:30,A/c,04:30:00 PM,08:00:00 PM
Nagpur,Yavatmal,verma travels-vidharbha express,147,0:4:0,A/c,06:00:00 PM,10:00:00 PM
Nagpur,Yavatmal,verma travels,147,0:4:0,A/c,05:00:00 PM,09:00:00 PM
Nagpur,Washim,saini travels pvt.ltd.,284,0:6:15,Non A/c,07:30:00 PM,01:45:00 AM
Nagpur,Washim,saini travels pvt.ltd.,284,0:6:30,A/c,09:00:00 PM,03:30:00 AM
Nagpur,Washim,saini travels pvt.ltd.,284,0:6:15,Non A/c,06:00:00 PM,12:15:00 AM
Nagpur,Washim,saini travels pvt.ltd.,284,0:6:15,Non A/c,09:45:00 PM,04:00:00 AM
Nagpur,Washim,sanjay travels,284,0:6:15,A/c,08:00:00 PM,02:15:00 AM
Nagpur,Dewas,verma travels,441,0:13:0,Non A/c,09:00:00 PM,10:00:00 AM
Nagpur,Dewas,verma travels,441,0:13:0,Non A/c,08:50:00 PM,09:50:00 AM
Nagpur,Dewas,verma travels,441,0:13:0,Non A/c,05:30:00 PM,06:30:00 AM
Nagpur,Dewas,verma travels,441,0:13:0,Non A/c,02:15:00 PM,03:15:00 AM
Nagpur,Ner,raj tour and travel-(2x1),160,0:4:0,A/c,04:30:00 PM,08:30:00 PM
Nagpur,Indore,Hans Travels Indore-,512,0:13:50,A/c,07:00:00 PM,08:50:00 AM
Nagpur,Indore,verma travels,512,0:14:0,Non A/c,09:00:00 PM,11:00:00 AM
Nagpur,Indore,sanjay travels,512,0:14:0,Non A/c,06:30:00 PM,08:30:00 AM
Nagpur,Indore,RTS Royal Star-,512,0:13:40,A/c,06:30:00 PM,08:10:00 AM
Nagpur,Indore,RTS Royal Star-,512,0:14:30,Non A/c,06:00:00 PM,08:30:00 AM
Nagpur,Indore,verma travels,512,0:14:0,Non A/c,08:50:00 PM,10:50:00 AM
Nagpur,Indore,Hans Travels Indore-,512,0:14:30,Non A/c,06:00:00 PM,08:30:00 AM
Nagpur,Indore,Indore Travels-BABA,512,0:14:0,Non A/c,06:00:00 PM,08:00:00 AM
Nagpur,Indore,verma travels,512,0:14:12,Non A/c,05:30:00 PM,07:42:00 AM
Nagpur,Indore,verma travels,512,0:14:12,Non A/c,02:15:00 PM,04:27:00 AM
Nagpur,Mumbai,verma travels-VIDHARBHA EXPRESS2X,838,0:18:0,A/c,03:00:00 PM,09:00:00 AM
Nagpur,Mumbai,Neeta Tours and Travels,838,0:20:57,Luxury A/C,08:00:00 PM,01:00:00 PM
Nagpur,Mumbai,Neeta Tours and Travels,838,0:20:57,Luxury A/C,07:00:00 PM,12:00:00 PM
Nagpur,Mumbai,Prasanna Purple (Prasanna Purple),838,1:7:30,Multi Axle Mercedes,04:30:00 PM,12:00:00 AM
Nagpur,Mumbai,Neeta Tours and Travels,838,0:17:0,B9R Multi-Axle Semi Sleeper Volvo A/C,04:30:00 PM,09:30:00 AM
Nagpur,Latur,sanjay travels,466,0:12:0,A/c,08:00:00 PM,08:00:00 AM
Nagpur,Latur,saini travels pvt.ltd.--NON STOP--,466,0:10:45,A/c,08:15:00 PM,07:00:00 AM
Nagpur,Latur,saini travels pvt.ltd.,466,0:11:45,Non A/c,06:00:00 PM,05:45:00 AM
Nagpur,Latur,saini travels pvt.ltd.,466,0:10:30,A/c,03:30:00 PM,02:00:00 AM
Nagpur,Latur,saini travels pvt.ltd.,466,0:12:0,Non A/c,07:30:00 PM,07:30:00 AM
Nagpur,Kolhapur,saini travels pvt.ltd.,828,0:17:0,A/c,03:30:00 PM,08:30:00 AM
Nagpur,Loha,saini travels pvt.ltd.,387,0:9:40,A/c,09:00:00 PM,06:40:00 AM
Nagpur,Loha,saini travels pvt.ltd.--NON STOP--,360,0:9:0,A/c,08:15:00 PM,05:15:00 AM
Nagpur,Tuljapur,saini travels pvt.ltd.--NON STOP--,550,0:12:0,A/c,08:15:00 PM,08:15:00 AM
Nagpur,Tuljapur,saini travels pvt.ltd.,550,0:13:45,Non A/c,06:00:00 PM,07:45:00 AM
Nagpur,Tuljapur,saini travels pvt.ltd.,550,0:12:0,A/c,03:30:00 PM,03:30:00 AM
Nagpur,Malegaon,Indore Travels-HUMSAFAR,220,0:5:30,A/c,08:30:00 PM,02:00:00 AM
Nagpur,Malegaon,Baba Travels,370,0:9:15,Sleeper-A/C,07:00:00 PM,04:15:00 AM
Nagpur,Pune,saini travels pvt.ltd.,731,0:15:0,A/c,04:30:00 PM,07:30:00 AM
Nagpur,Pune,sanjay travels,731,0:15:30,Non A/c,08:00:00 PM,11:30:00 AM
Nagpur,Pune,Neeta Tours and Travels,731,0:13:30,Luxury A/C,08:00:00 PM,09:30:00 AM
Nagpur,Pune,sanjay travels,731,0:16:0,Non A/c,10:05:00 PM,02:05:00 PM
Nagpur,Pune,verma travels-vidharbha express,731,0:15:0,A/c,06:00:00 PM,09:00:00 AM
Nagpur,Pune,saini travels pvt.ltd.,731,0:15:30,A/c,04:15:00 PM,07:45:00 AM
Nagpur,Pune,sanjay travels-rajhans,731,0:16:0,A/c,04:30:00 PM,08:30:00 AM
Nagpur,Pune,Prasanna Purple (Prasanna Purple),731,0:15:30,2x1 Ac Sleeper - PURPLE,05:00:00 PM,08:30:00 AM
Nagpur,Pune,saini travels pvt.ltd.,731,0:15:0,A/c,08:30:00 PM,11:30:00 AM
Nagpur,Pune,Prasanna Purple (Prasanna Purple),731,0:15:30,2x1 Ac Sleeper - PURPLE,06:30:00 PM,10:00:00 AM
Nagpur,Pune,Neeta Tours and Travels,731,0:13:30,Luxury A/C,05:45:00 PM,07:15:00 AM
Nagpur,Pune,verma travels-VIDHARBHA EXPRESS2X,731,0:15:0,A/c,03:00:00 PM,06:00:00 AM
Nagpur,Pune,raj tour and travel-(2x1),731,0:15:0,Non A/c,06:00:00 PM,09:00:00 AM
Nagpur,Pune,verma travels-NON STOP2X1,731,0:15:0,A/c,08:45:00 PM,11:45:00 AM
Nagpur,Pune,sanjay travels- sai-shaan,731,0:16:0,Non A/c,06:00:00 PM,10:00:00 AM
Nagpur,Pune,raj tour and travel,731,0:14:0,Volvo  A/c,10:00:00 PM,12:00:00 PM
Nagpur,Pune,raj tour and travel-(2x1),731,0:15:0,A/c,04:30:00 PM,07:30:00 AM
Nagpur,Pune,verma travels-vidarbha express,731,0:15:0,Non A/c,07:30:00 PM,10:30:00 AM
Nagpur,Pune,saini travels pvt.ltd.-SIMBA PASSION2X1,731,0:14:0,A/c,08:30:00 PM,10:30:00 AM
Nagpur,Pune,Prasanna Purple (Prasanna Purple),731,0:14:0,Multi Axle Mercedes,04:30:00 PM,06:30:00 AM
Nagpur,Pune,Prasanna(Nathkrupa)Travels (Prasanna Purple),731,1:3:30,2x1 Air Suspension Ac Sleeper,09:00:00 PM,12:30:00 AM
Nagpur,Pune,raj tour and travel,731,0:15:0,Non A/c,08:00:00 PM,11:00:00 AM
Nagpur,Pune,sanjay travels,731,0:15:30,Non A/c,10:00:00 PM,01:30:00 PM
Nagpur,Pune,saini travels pvt.ltd.-Simba passion-2x1,731,0:15:15,A/c,06:30:00 PM,09:45:00 AM
Nagpur,Pune,raj tour and travel-(2x1 slp-al-235),731,0:12:30,A/c,09:00:00 PM,09:30:00 AM
Nagpur,Pune,saini travels pvt.ltd.,731,0:15:0,Non A/c,05:00:00 PM,08:00:00 AM
Nagpur,Pune,Prasanna Purple (Prasanna Purple),731,0:15:30,2x1 Ac Sleeper - PURPLE,03:00:00 PM,06:30:00 AM
Nagpur,Pune,sanjay travels,731,0:15:30,Non A/c,03:30:00 PM,07:00:00 AM
Nagpur,Pune,saini travels pvt.ltd.-SIMBA PASSION-2X1,731,0:15:0,A/c,04:00:00 PM,07:00:00 AM
Nagpur,Pune,verma travels,731,0:15:0,A/c,05:00:00 PM,08:00:00 AM
Nagpur,Pune,Prasanna Purple (Prasanna Purple),731,0:15:30,2x1 Ac Sleeper - PURPLE,08:00:00 PM,11:30:00 AM
Nagpur,Pune,saini travels pvt.ltd.,731,0:15:0,Non A/c,03:00:00 PM,06:00:00 AM
Nagpur,Pune,raj tour and travel,731,0:15:0,Volvo  A/c,06:30:00 PM,09:30:00 AM
Nagpur,Pune,Neeta Tours and Travels,731,0:13:30,Luxury A/C,07:00:00 PM,08:30:00 AM
Nagpur,Pune,saini travels pvt.ltd.-SIMBA PASSION-2X1,731,0:15:0,A/c,04:30:00 PM,07:30:00 AM
Nagpur,Pune,saini travels pvt.ltd.,731,0:14:30,A/c,09:15:00 PM,11:45:00 AM
Nagpur,Pune,saini travels pvt.ltd.-SIMBA PASSION-2X1,731,0:15:15,A/c,07:00:00 PM,10:15:00 AM
Nagpur,Pune,Neeta Tours and Travels,731,0:13:30,B9R Multi-Axle Semi Sleeper Volvo A/C,04:30:00 PM,06:00:00 AM
Nagpur,Pune,verma travels-vidharbh express-,731,0:15:0,Non A/c,04:30:00 PM,07:30:00 AM
